"1175","Harry Melling","Male","Dudley Dursley"
"1176","Toby Jones","Male","Dobby (voice)"
"1177","Jim Norton","Male","Mr Mason"
"1178","Veronica Clifford","Male","Mrs Mason"
"1179","James Phelps","Male","Fred Weasley"
"1180","Oliver Phelps","Male","George Weasley"
"1181","Mark Williams","Male","Mr. Weasley"
"1182","Chris Rankin","Male","Percy Weasley"
"1183","Eddie Redmayne","Male","Newt"
"1184","Sam Redford","Male","Customs Official"
"1185","Scott Goldman","Male","Customs Official (voice)"
"1186","Tim Bentinck","Male","iWitness"
"1187","Tristan Tait","Male","Reporter"
"1188","Colin Farrell","Male","Graves"
"1189","Tom Clarke Hill","Male","Photographer 2 (as Tom Clarke-Hill)"
"1190","Matthew Sim","Male","Photographer 1"
"1191","Dan Fogler","Male","Jacob Kowalski"
"1192","Cory Peterson","Male","Bank Employee"
"1193","Faith Wood-Blagrove","Female","Modesty Barebone"
"1194","Katherine Waterston","Female","Tina"
"1195","Samantha Morton","Female","Mary Lou"
"1196","Ezra Miller","Female","Credence Barebone"
"1197","Jenn Murray","Female","Chastity Barebone"
"1198","Johnny Depp","Male","Grindelwald"
"1199","Kevin Guthrie","Male","Abernathy"
"1200","Wolf Roth","Male","Spielman"
"1201","Eddie Redmayne","Female","Newt Scamander"
"1202","Carmen Ejogo","Female","Seraphina Picquery"
"1203","Zoe Kravitz","Female","Leta Lestrange"
"1204","Callum Turner","Male","Theseus Scamander"
"1205","Derek Riddell","Male","Torquil Travers"
"1206","Cornell John","Male","Arnold Guzman (as Cornell S. John)"
"1207","Ezra Miller","Female","Credence Barebone"
"1208","Ingvar Eggert Sigurðsson","Male","Grimmson (as Ingvar Sigurdsson)"
"1209","Poppy Corby-Tuech","Female","Rosier"
"1210","Andrew Turner","Male","MacDuff"
"1211","Maja Bloom","Male","Carrow"
"1212","Simon Meacock","Male","Krafft"
"1213","Selena Gomez","Female","Mavis (voice)"
"1214","Fran Drescher","Female","Eunice (voice)"
"1215","Molly Shannon","Female","Wanda (voice)"
"1216","Luenell","Female","Shrunken Heads (voice)"
"1217","Jackie Sandler","Female","Martha (voice)"
"1218","Adam Sandler","Male","Dracula (voice)"
"1219","Andy Samberg","Male","Jonathan (voice)"
"1220","Kevin James","Male","Frankenstein (voice)"
"1221","Steve Buscemi","Male","Wayne (voice)"
"1222","David Spade","Male","Griffin (voice)"
"1223","CeeLo Green","Male","Murray (voice)"
"1224","Jon Lovitz","Male","Quasimodo (voice)"
"1225","Brian George","Male","Suit of Armor (voice)"
"1226","Brian Stack","Male","Pilot (voice)"
"1227","Chris Parnell","Male","Fly (voice)"
"1228","Selena Gomez	","Female","Mavis (voice)"
"1229","Fran Drescher","Female","Eunice (voice)"
"1230","Molly Shannon","Female","Wanda (voice)"
"1231","Megan Mullally","Female","Grandma Linda (voice)"
"1232","Adam Sandler","Male","Dracula (voice)"
"1233","Andy Samberg","Male","Jonathan (voice)"
"1234","Kevin James","Male","Frankenstein (voice)"
"1235","Steve Buscemi","Male","Wayne (voice)"
"1236","David Spade","Male","Griffin (voice)"
"1237","Keegan-Michael Key","Male","Murray (voice)"
"1238","Asher Blinkoff","Male","Dennis (voice)"
"1239","Nick Offerman","Male","Grandpa Mike (voice)"
"1240","Dana Carvey","Male","Dana (voice)"
"1241","Rob Riggle","Male","Bela (voice)"
"1242","Mel Brooks","Male","Vlad (voice)"
"1243","Selena Gomez","Female","Mavis (voice)"
"1244","Fran Drescher","Female","Eunice (voice)"
"1245","Molly Shannon","Female","Wanda (voice)"
"1246","Kathryn Hahn","Female","Ericka (voice)"
"1247","Chrissy Teigen","Female","Crystal (voice)"
"1248","Kevin James","Male","Frankenstein (voice)"
"1249","Steve Buscemi","Male","Wayne (voice)"
"1250","David Spade","Male","Griffin (voice)"
"1251","Andy Samberg","Male","Jonathan"
"1252","Keegan-Michael Key","Male","Murray (voice)"
"1253","Jim Gaffigan","Male","Van Helsing (voice)"
"1254","Adam Sandler","Male","Dracula (voice)"
"1255","Asher Blinkoff","Male","Dennis (voice)"
"1256","Chris Parnell","Male","Stan / Fish Man (voice)"
"1257","Joe Jonas","Male","The Kraken (voice)"
"1258","Channing Tatum","Male","Migo (voice)"
"1259","James Corden","Male","Percy (voice)"
"1260","Common","Male","Stonekeeper (voice)"
"1261","LeBron James","Male","Gwangi (voice)"
"1262","Danny DeVito","Male","Dorgle (voice)"
"1263","Ely Henry","Male","Fleem (voice)"
"1264","Jimmy Tatro","Male","Thorp (voice)"
"1265","Justin Roiland","Male","Garry (voice)"
"1266","Jack Quaid","Male","Pilot (voice)"
"1267","Sarah Baker","Female","Soozie's Mom (voice)"
"1268","Kelly Holden Bashar","Female","Additional Voices (voice)"
"1269","Patricia Heaton","Female","Mama Bear (voice)"
"1270","Yara Shahidi","Female","Brenda (voice)"
"1271","Gina Rodriguez","Female","Kolka (voice)"
"1272","Zendaya","Female","Meechee (voice)"
"1273","Jack Black","Male","Jonathan Barnavelt"
"1274","Cate Blanchett","Female","Florence Zimmerman"
"1275","Owen Vaccaro","Male","Lewis Barnavelt"
"1276","Kyle MacLachlan","Male","Isaac Izard"
"1277","Renée Elise Goldsberry","Female","Selena Izard"
"1278","Colleen Camp","Female","Mrs. Hanchett"
"1279","Sunny Suljic","Female","Tarby Corrigan"
"1280","Lorenza Izzo","Female","Mother"
"1281","Braxton Bjerken","Male","Woody Mingo"
"1282","Vanessa Anne Williams","Female","Rose Rita Pottinger"
"1283","Ricky Muse","Male","Bus Driver (as Ricky Lynn Muse)"
"1284","Charles Green","Male","Soda Jerk"
"1285","De'Jon Watts","Male","Clark (as DJ Watts)"
"1286","Aaron Beelner","Male","Clown Automaton"
"1287","Joshua Phillips","Male","Clown Automaton"
"1288","Wendi McLendon-Covey","Female","Kathy"
"1289","Madison Iseman","Female","Sarah"
"1290","Jeremy Ray Taylor","Male","Sonny"
"1291","Caleel Harris","Male","Sam"
"1292","Ken Jeong","Male","Mr. Chu"
"1293","Chris Parnell","Male","Walter"
"1294","Bryce Cass","Male","Tyler"
"1295","Peyton Wich","Male","Tommy Madigan"
"1296","Shari Headley","Female","Mrs. Carter"
"1297","Christian Finlayson","Male","Cooper"
"1298","Matthew J. Vasquez","Male","Derek (as Matthew Jose Vasquez)"
"1299","Courtney Lauren Cummings","Female","Tyler's Crew (as Courtney Cummings)"
"1300","Jessi Goei","Female","Tyler's Crew"
"1301","Drew Scheid","Male","Tyler's Crew"
"1302","Tyler Silva","Male","Tyler's Crew"
"1303","Jack Black","Male","Stine"
"1304","Dylan Minnette","Male","Zach"
"1305","Odeya Rush","Female","Hannah"
"1306","Ryan Lee","Male","Champ"
"1307","Amy Ryan","Female","Gale"
"1308","Jillian Bell","Female","Lorraine"
"1309","Halston Sage","Female","Taylor"
"1310","Steven Krueger","Male","Davidson"
"1311","Keith Arthur Bolden","Male","Principal Garrison"
"1312","Amanda Lund","Female","Officer Brooks"
"1313","Timothy Simons","Male","Officer Stevens"
"1314","Ken Marino","Male","Coach Carr"
"1315","Karan Soni","Male","Mr. Rooney"
"1316","R.L. Stine","Male","Hallway Player"
"1317","Caleb Emery","Male","Dumb Jock"
"1318","Alex Neustaedter","Male","Miles"
"1319","Becky G","Female","Sara Reyes"
"1320","Alex MacNicoll","Male","Sam Fontaine"
"1321","Dominic Rains","Male","Andric"
"1322","Thomas Jane","Male","Chuck Hill"
"1323","Lou Taylor Pucci","Male","Randall"
"1324","Niko Guardado","Male","Scroggins"
"1325","Patricia De Leon","Female","Joanna Reyes"
"1326","Marie-Françoise Theodore","Female","Captain Webber (as Marie-Francoise Theodore)"
"1327","Ted McGinley","Male","George Fontaine"
"1328","Madeline Bertani","Female","Lyssa"
"1329","Andrew Ortenberg","Male","Royce"
"1330","Hassie Harrison","Female","Kirsten - Gas Station Girl"
"1331","Sam Upton","Male","Craine Operative Stark"
"1332","Magdalene Vick","Female","Pam"
"1333","Daniel Radcliffe","Male","Harry Potter"
"1334","Richard Griffiths","Male","Uncle Vernon"
"1335","Pam Ferris","Female","Aunt Marge"
"1336","Fiona Shaw","Female","Aunt Petunia"
"1337","Harry Melling","Male","Dudley Dursley"
"1338","Adrian Rawlins","Male","James Potter"
"1339","Geraldine Somerville","Female","Lily Potter"
"1340","Lee Ingleby","Male","Stan Shunpike"
"1341","Lenny Henry","Male","Shrunken Head"
"1342","Jimmy Gardner","Male","Ernie the Bus Driver"
"1343","Gary Oldman","Male","Sirius Black"
"1344","Jim Tavaré","Male","Tom the Innkeeper"
"1345","Robert Hardy","Male","Cornelius Fudge"
"1346","Abby Ford","Female","Young Witch Maid"
"1347","Rupert Grint","Male","Ron Weasley"
"1348","Eric Sykes","Male","Frank Bryce"
"1349","Timothy Spall","Male","Wormtail"
"1350","David Tennant","Male","Barty Crouch Junior"
"1351","Daniel Radcliffe","Male","Harry Potter"
"1352","Emma Watson","Female","Hermione Granger"
"1353","Rupert Grint","Male","Ron Weasley"
"1354","Mark Williams","Male","Arthur Weasley"
"1355","James Phelps","Male","Fred Weasley"
"1356","Oliver Phelps","Male","George Weasley"
"1357","Bonnie Wright","Female","Ginny Weasley"
"1358","Jeff Rawle","Male","Amos Diggory"
"1359","Robert Pattinson","Male","Cedric Diggory"
"1360","Jason Isaacs","Male","Lucius Malfoy"
"1361","Tom Felton","Male","Draco Malfoy"
"1362","Stanislav Yanevski","Male","Viktor Krum (as Stanislav Ianevski)"
"1363","Daniel Radcliffe","Male","Harry Potter"
"1364","Harry Melling","Male","Dudley Dursley"
"1365","Jason Boyd","Male","Piers"
"1366","Richard Macklin","Male","Malcolm"
"1367","Kathryn Hunter","Female","Mrs. Arabella Figg"
"1368","Miles Jupp","Male","TV Weatherman"
"1369","Fiona Shaw","Female","Petunia Dursley"
"1370","Richard Griffiths","Male","Vernon Dursley"
"1371","Jessica Hynes","Female","Mafalda Hopkirk (voice) (as Jessica Stevenson"
"1372","Adrian Rawlins","Male","James Potter"
"1373","Geraldine Somerville","Female","Lily Potter"
"1374","Robert Pattinson","Male","Cedric Diggory (archive footage)"
"1375","Ralph Fiennes","Male","Lord Voldemort"
"1376","Natalia Tena","Male","Nymphadora Tonks"
"1377","Brendan Gleeson","Male","Alastor 'Mad-Eye' Moody"
"1378","Bill Nighy","Male","Minister Rufus Scrimgeour"
"1379","Emma Watson","Female","Hermione Granger"
"1380","Richard Griffiths","Male","Vernon Dursley"
"1381","Harry Melling","Male",".Dudley Dursley"
"1382","Daniel Radcliffe","Male","Harry Potter"
"1383","Julie Walters","Female","Molly Weasley"
"1384","Bonnie Wright","Female","Ginny Weasley"
"1385","Rupert Grint","Male","Ron Weasley"
"1386","Ian Kelly","Male","Mr. Granger"
"1387","Michelle Fairley","Female","Mrs. Granger"
"1388","Fiona Shaw","Female","Petunia Dursley"
"1389","Alan Rickman","Male","Professor Severus Snape"
"1390","Carolyn Pickles","Female","Charity Burbage"
"1391","Ralph Fiennes","Male","Lord Voldemort"
"1392","Helena Bonham Carter","Female","Bellatrix Lestrange"
"1393","Ralph Fiennes","Male","Lord Voldemort"
"1394","Michael Gambon","Male","Professor Albus Dumbledore"
"1395","Alan Rickman","Male","Professor Severus Snape"
"1396","Daniel Radcliffe","Male","Harry Potter"
"1397","Rupert Grint","Male","Ron Weasley"
"1398","Emma Watson","Female","Hermione Granger"
"1399","Evanna Lynch","Female","Luna Lovegood"
"1400","Domhnall Gleeson","Male","Bill Weasley"
"1401","Clemence Poesy","Female","Fleur Delacour"
"1402","Warwick Davis","Male","Griphook / Professor Filius Flitwick"
"1403","John Hurt",,"Ollivander"
"1404","Helena Bonham Carter","Female","Bellatrix Lestrange"
"1405","Graham Duff","Male","Death Eater"
"1406","Anthony Allgood","Male","Gringotts' Guard"
"1407","Gringotts' Guard","Male","Aged Gringotts' Goblin"
"1408","Paul Walker","Male","Brian O'Conner"
"1409","Vin Diesel","Male","Dominic Toretto"
"1410","Michelle Rodriguez","Female","Letty"
"1411","Jordana Brewster","Female","Mia Toretto"
"1412","Rick Yune","Male","Johnny Tran"
"1413","Chad Lindberg","Male","Jesse"
"1414","Johnny Strong","Male","Leon"
"1415","Matt Schulze","Male","Vince"
"1416","Ted Levine","Male","Sgt. Tanner"
"1417","Ja Rule","Male","Edwin"
"1418","Vyto Ruginis","Male","Harry"
"1419","Thom Barry","Male","Agent Bilkins"
"1420","Stanton Rutledge","Male","Muse"
"1421","Noel Gugliemi","Male","Hector (as Noel Guglielmi)"
"1422","R.J. de Vera","Male","Danny Yamato (as R.J. De Vera)"
"1423","Paul Walker","Male","Brian O'Conner"
"1424","Tyrese Gibson","Male","Roman Pearce (as Tyrese)"
"1425","Eva Mendes","Female","Monica Fuentes"
"1426","Cole Hauser","Male","Carter Verone"
"1427","Ludacris","Male","Tej (as Chris 'Ludacris' Bridges)"
"1428","Thom Barry","Male","Agent Bilkins"
"1429","James Remar","Male","Agent Markham"
"1430","Devon Aoki","Female","Suki"
"1431","Amaury Nolasco","Male","Orange Julius"
"1432","Michael Ealy","Male","Slap Jack"
"1433","Jin Au-Yeung","Male","Jimmy (as Jin Auyeung)"
"1434","Edward Finlay","Male","Agent Dunn"
"1435","Mark Boone Junior","Male","Detective Whitworth"
"1436","Mo Gallini","Female","Enrique (as Matt Gallini)"
"1437","Roberto 'Sanz' Sanchez","Male","Roberto"
"1438","Lucas Black","Male","Sean Boswell"
"1439","Damien Marzette","Female","High School Security Guard (as Damien Marzett"
"1440","Trula M. Marcus","Male","American Math Teacher (as Trula Marcus)"
"1441","Zachery Ty Bryan","Male","Clay (as Zachery Bryan)"
"1442","Brandon Brendel","Male","Clay's Buddy #1"
"1443","Daniel Booko","Male","Clay's Buddy #2"
"1444","David V. Thomas","Male","Clay's Buddy #3"
"1445","Amber Stevens West","Female","Cheerleader #1 (as Amber Stevens)"
"1446","Ashika Gogna","Female","Cheerleader #2"
"1447","Christian Salazar","Male","Chubby Hispanic Kid"
"1448","Kevin Caira","Male","Auto Shop Bully #1"
"1449","Trey Sanford","Male","Auto Shop Bully #2 (as Julius Trey Sanford)"
"1450","Danny Ray McDonald II","Male","Auto Shop Bully #3"
"1451","Nikki Griffin","Female","Cindy - Clay's Girlfriend"
"1452","Vincent Laresca","Male","Case Worker"
"1453","Vin Diesel","Male","Dominic Toretto"
"1454","Paul Walker","Male","Brian O'Conner"
"1455","Jordana Brewster","Female","Mia"
"1456","Michelle Rodriguez","Female","Letty"
"1457","John Ortiz","Male","Campos"
"1458","Laz Alonso","Male","Fenix"
"1459","Gal Gadot","Female","Gisele"
"1460","Jack Conley","Male","Penning"
"1461","Shea Whigham","Male","Stasiak"
"1462","Liza Lapira","Female","Trinh"
"1463","Sung Kang","Male","Han"
"1464","Tego Calderon","Male","Tego"
"1465","Don Omar","Male","Don Omar"
"1466","Mirtha Michelle","Female","Cara"
"1467","Greg Cipes","Male","Dwight"
"1468","Vin Diesel","Male","Dominic Toretto"
"1469","Paul Walker","Male","Brian O'Conner"
"1470","Dwayne Johnson","Male","Hobbs"
"1471","Jordana Brewster","Female","Mia"
"1472","Michelle Rodriguez","Female","Letty"
"1473","Tyrese Gibson","Male","Roman"
"1474","Sung Kang","Male","Han"
"1475","Gal Gadot","Female","Gisele"
"1476","Ludacris","Male","Tej (as Chris 'Ludacris' Bridges)"
"1477","Luke Evans","Male","Shaw"
"1478","Elsa Pataky","Female","Elena"
"1479","Gina Carano","Female","Riley"
"1480","Clara Paget","Female","Vegh"
"1481","Kim Kold","Male","Klaus"
"1482","Joe Taslim","Male","Jah"
